ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,random
A-3562,MapQuest,241,2,7/20/2016 14:14,7/20/2016 14:44,38.246796,-122.627808,,,0,#1 lane blocked and right hand shoulder blocked due to accident on US-101 Northbound after Exit 474 Washington St.,,E Washington St,R,Petaluma,Sonoma,CA,94952,US,US/Pacific,KO69,7/20/2016 14:15,75.2,,50,30.05,10,NW,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.978044634
A-27008,MapQuest,201,3,8/12/2016 17:24,8/12/2016 18:09,37.808498,-122.366852,,,0,Right hand shoulder blocked due to accident on I-80 Eastbound at Exit 4A Treasure Is.,,San Francisco-Oakland Bay Brg E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,8/12/2016 17:53,68,,63,29.98,10,WNW,13.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.327863242
A-3886,MapQuest,201,2,7/22/2016 20:42,7/22/2016 21:57,37.975754,-121.225838,,,0,Accident on Beyer Ln at CA-26 Fremont St.,901,Beyer Ln,L,Stockton,San Joaquin,CA,95215,US,US/Pacific,KSCK,7/22/2016 20:55,80.1,,31,29.96,10,WNW,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day,0.679178444
A-1548,MapQuest,201,2,6/28/2016 13:25,6/28/2016 14:10,37.250729,-121.910713,,,0,Accident on CA-85 Northbound at Exit 8 Camden Ave.,,Norman Y Mineta Hwy,R,San Jose,Santa Clara,CA,95118,US,US/Pacific,KRHV,6/28/2016 13:50,89.6,,29,29.98,10,WNW,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.359421858
A-5429,MapQuest,201,3,12/2/2016 23:56,12/3/2016 0:25,37.952263,-122.327911,,,0.01,Accident on I-80 Westbound at Exit 18 San Pablo Dam Rd. Involving a vehicle fire.,,I-80 E,R,San Pablo,Contra Costa,CA,94806,US,US/Pacific,KCCR,12/2/2016 22:53,46,43.9,54,30.18,10,SE,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.46954206
A-8074,MapQuest,201,2,12/21/2016 18:29,12/21/2016 18:59,37.865192,-121.667648,,,0.01,Left lane blocked due to accident on Camino Diablo at Vasco Rd.,,Vasco Rd,R,Byron,Contra Costa,CA,94514,US,US/Pacific,KLVK,12/21/2016 18:53,46,43.1,68,30.05,10,East,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night,0.567230191
A-14635,MapQuest,201,2,11/2/2016 13:59,11/2/2016 14:28,37.05471,-121.975853,,,0,Accident on Mountain View Rd Eastbound at Branciforte Dr.,99,Mountain View Rd,L,Santa Cruz,Santa Cruz,CA,95065-9603,US,US/Pacific,KWVI,11/2/2016 13:53,71.1,,47,30.14,10,ESE,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.985676782
A-14792,MapQuest,201,2,11/3/2016 11:22,11/3/2016 11:51,38.630802,-121.216919,,,0.01,Accident on US-50 Eastbound at Exits 21 22 County Hwy-E3 Hazel Ave.,,Hazel Ave,R,Rancho Cordova,Sacramento,CA,95670,US,US/Pacific,KMHR,11/3/2016 10:55,59,,82,30.22,10,SSW,3.5,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.618023068
A-831,MapQuest,201,3,6/22/2016 2:01,6/22/2016 3:01,37.926357,-122.060768,,,0,Right hand shoulder blocked due to accident on I-680 Northbound at Exit 48 Sunnyvale Ave.,,I-680 S,R,Walnut Creek,Contra Costa,CA,94597,US,US/Pacific,KCCR,6/22/2016 1:53,62.1,,60,29.89,10,South,16.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.125219229
A-10832,MapQuest,201,2,1/11/2017 22:43,1/11/2017 23:13,38.343533,-121.335594,,,0.01,Accident on CA-99 Northbound at Exit 281 Dillard Rd.,,CA-99 N,R,Wilton,Sacramento,CA,95693,US,US/Pacific,KMHR,1/11/2017 22:45,42.8,39.3,93,29.92,10,ESE,5.8,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.419171023
A-7060,MapQuest,201,2,12/14/2016 8:11,12/14/2016 8:40,38.27243,-122.670288,,,0.01,Accident on US-101 Northbound at Exit 476 Redwood Hwy.,,US-101 N,R,Petaluma,Sonoma,CA,94954,US,US/Pacific,KO69,12/14/2016 8:15,50,,100,30.06,0.8,SSE,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.756691166
A-5602,MapQuest,201,2,12/5/2016 2:37,12/5/2016 3:21,37.468765,-122.155205,,,0.01,Lane blocked on exit ramp due to accident on US-101 Southbound at Exits 404A 404B CA-114 Willow Rd.,,Bayshore Fwy S,R,Menlo Park,San Mateo,CA,94025,US,US/Pacific,KPAO,12/5/2016 6:47,51.8,,94,30.1,10,WSW,6.9,,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.55350379
A-12702,MapQuest,201,2,1/25/2017 20:41,1/25/2017 21:11,38.467815,-123.010284,,,0.01,Accident on CA-116 Eastbound at Church St.,20385,Highway 116,L,Monte Rio,Sonoma,CA,95462-9747,US,US/Pacific,KSTS,1/25/2017 20:53,44.1,,89,30.34,10,Calm,,,Mostly Cloudy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.997677088
A-22094,MapQuest,201,2,9/27/2016 10:26,9/27/2016 11:10,36.963436,-121.809479,,,0,Accident on Freedom Blvd at Corralitos Rd.,2900,Freedom Blvd,R,Watsonville,Santa Cruz,CA,95076-0407,US,US/Pacific,KWVI,9/27/2016 10:53,84,,20,29.91,,Calm,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.515554864
A-12735,MapQuest,201,2,1/26/2017 0:01,1/26/2017 0:30,36.988354,-122.003265,,,0.01,Right hand shoulder blocked due to accident on CA-1 Southbound at Exit 440 Morrissey Blvd.,,State Highway 1,R,Santa Cruz,Santa Cruz,CA,95062,US,US/Pacific,KWVI,1/26/2017 0:53,39.9,37.8,100,30.39,10,NW,3.5,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.394649958
A-8102,MapQuest,241,2,12/21/2016 20:42,12/21/2016 21:11,38.496155,-122.756393,,,0.01,#2 lane blocked due to accident on US-101 Southbound at Exit 494 Mark West Springs Rd.,,River Rd,R,Santa Rosa,Sonoma,CA,95403,US,US/Pacific,KSTS,12/21/2016 20:53,42.1,,92,30.04,9,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.520513962
A-31178,MapQuest,201,2,3/23/2016 11:29,3/23/2016 11:59,37.54932,-122.292496,,,0.01,Right hand shoulder blocked due to accident on US-101 Southbound at Exit 414B CA-92.,,Bayshore Fwy S,R,San Mateo,San Mateo,CA,94403,US,US/Pacific,KSQL,3/23/2016 11:47,59,,51,30.34,10,WNW,4.6,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.922683633
A-19045,MapQuest,241,3,11/28/2016 7:57,11/28/2016 8:27,37.719162,-122.448273,,,0.01,#1 lane blocked due to accident on I-280 Northbound at Geneva Ave.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,11/28/2016 7:56,55,,80,30.03,8,WNW,18.4,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.975553703
A-13730,MapQuest,201,2,10/26/2016 18:56,10/26/2016 19:26,37.410408,-121.992104,,,0,Accident on Mountain View-Alviso Rd Westbound at Forgewood Ave.,1200,Mountain View-Alviso Rd,R,Sunnyvale,Santa Clara,CA,94089,US,US/Pacific,KNUQ,10/26/2016 18:56,64.9,,73,29.98,10,North,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Night,Night,Day,Day,0.967560351
A-27455,MapQuest,203,2,8/15/2016 22:25,8/15/2016 23:10,37.366436,-121.901047,,,0,Slow traffic due to multi-vehicle accident on US-101 Northbound at Exits 388B 388C I-880.,,I-880 N,R,San Jose,Santa Clara,CA,95112,US,US/Pacific,KSJC,8/15/2016 22:53,61,,83,29.94,10,WNW,5.8,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.312744794
A-39815,MapQuest,201,2,5/24/2016 20:17,5/24/2016 21:00,38.709507,-121.085358,,,0.01,Accident on Green Valley Rd at Francisco Dr.,2249,Francisco Dr,L,El Dorado Hills,El Dorado,CA,95762-3759,US,US/Pacific,KMHR,5/24/2016 20:45,62.6,,63,29.99,10,WSW,9.2,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day,0.765097779
A-31966,MapQuest,201,3,3/29/2016 10:38,3/29/2016 11:08,37.741356,-121.580826,,,0,Right hand shoulder blocked due to accident on I-580 Westbound at Exit 63 Grant Line Rd.,,I-580 W,R,Tracy,Alameda,CA,95377,US,US/Pacific,KLVK,3/29/2016 10:53,55.9,,47,29.89,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.21439364
A-29961,MapQuest,203,3,9/5/2016 1:14,9/5/2016 1:59,37.838181,-122.296638,,,0,Center lane blocked due to multi-vehicle accident on I-80 I-580 Eastbound at I-80 I-580.,,I-80 W,R,Emeryville,Alameda,CA,94608,US,US/Pacific,KOAK,9/5/2016 0:53,57.9,,84,29.84,10,WSW,3.5,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.144387624
A-33308,MapQuest,203,2,4/6/2016 13:19,4/6/2016 13:49,37.468765,-122.155205,,,0,Lane blocked delays and right hand shoulder blocked due to serious multi-vehicle accident on US-101 Southbound at Exits 404A 404B CA-114 Willow Rd.,,Bayshore Fwy S,R,Menlo Park,San Mateo,CA,94025,US,US/Pacific,KPAO,4/6/2016 13:47,82.4,,37,30.05,10,NW,5.8,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.628513623
A-15185,MapQuest,241,3,11/4/2016 22:08,11/4/2016 22:37,37.342976,-121.925697,,,0.01,One lane blocked due to accident on I-880 Southbound at Exit 2 CA-82 The Alameda.,,I-880 S,R,San Jose,Santa Clara,CA,95126,US,US/Pacific,KSJC,11/4/2016 21:53,61,,70,30.11,9,Calm,,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.622211055
A-37657,MapQuest,201,2,5/5/2016 20:11,5/5/2016 20:56,36.865166,-121.401398,,,0.01,Accident on CA-25 Bolsa Rd at San Felipe Rd.,,Airline Hwy,R,Hollister,San Benito,CA,95023,US,US/Pacific,KCVH,5/5/2016 20:10,57.2,,100,29.88,10,WSW,6.9,,Mostly Cloudy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Day,Day,Day,0.043773059
A-34445,MapQuest,201,2,4/13/2016 11:57,4/13/2016 12:27,37.490829,-122.218033,,,0.01,Right hand shoulder blocked due to accident on US-101 Southbound at Exit 408 CA-84 Woodside Rd.,,US-101 N,R,Redwood City,San Mateo,CA,94063,US,US/Pacific,KSQL,4/13/2016 11:54,64.4,,52,30.2,10,Variable,4.6,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.21764967
A-8054,MapQuest,201,2,12/21/2016 16:25,12/21/2016 16:54,38.475582,-121.419487,,,0.01,Accident on Massie Ct at Stockton Blvd.,7761,Stockton Blvd,L,Sacramento,Sacramento,CA,95823-4309,US,US/Pacific,KSAC,12/21/2016 16:53,52,,66,30.03,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.868396974
A-29107,MapQuest,201,2,8/29/2016 11:31,8/29/2016 12:16,37.481804,-122.177116,,,0,Accident on CA-84 Marsh Rd Northbound before US-101.,,US-101 N,R,Menlo Park,San Mateo,CA,94025,US,US/Pacific,KPAO,8/29/2016 11:18,68,,64,30.11,10,North,5.8,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.00979843
A-547,MapQuest,201,3,3/8/2016 17:55,3/8/2016 21:00,40.047691,-82.997086,,,0.01,Right lane blocked due to accident on I-71 Northbound at Exit 115 Cooke Rd.,,E Cooke Rd,R,Columbus,Franklin,OH,43214,US,US/Eastern,KOSU,3/8/2016 17:53,69.1,,32,30.02,10,SSW,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.060760488
A-39591,MapQuest,201,2,5/22/2016 20:03,5/22/2016 20:33,37.996063,-121.785194,,,0.01,Accident on CA-4 Eastbound at Exit 29 Hillcrest Ave.,,CA-4 E,R,Antioch,Contra Costa,CA,94509,US,US/Pacific,KCCR,5/22/2016 19:53,61,,56,29.98,10,West,11.5,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.497926602
A-19076,MapQuest,201,2,11/28/2016 11:07,11/28/2016 11:36,38.5289,-122.793053,,,0.01,Right hand shoulder blocked due to accident on US-101 Southbound at Exit 496 Shiloh Rd.,,Redwood Hwy S,R,Windsor,Sonoma,CA,95492,US,US/Pacific,KSTS,11/28/2016 10:53,57,,64,30.04,10,NNW,13.8,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.934424567
A-16975,MapQuest,241,2,11/16/2016 3:07,11/16/2016 3:51,37.028446,-122.216187,,,0.01,Lane blocked due to accident on CA-1 Cabrillo Hwy Northbound at Davenport Landing Rd.,936,Cabrillo Hwy,R,Davenport,Santa Cruz,CA,95017-9720,US,US/Pacific,KWVI,11/16/2016 2:53,50,,93,30.1,10,WNW,3.5,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.669703956
A-10664,MapQuest,201,3,1/10/2017 19:05,1/10/2017 19:35,38.445068,-121.491165,,,0.01,Accident on I-5 Northbound at Exit 508 Laguna Blvd.,,I-5 N,R,Sacramento,Sacramento,CA,95832,US,US/Pacific,KSAC,1/10/2017 19:03,54,,100,29.66,2.5,SSE,17.3,0.04,Heavy Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.652837571
A-12985,MapQuest,229,2,10/21/2016 11:39,10/21/2016 12:53,38.476143,-121.424957,,,0.01,Slow traffic due to accident on CA-99 Southbound at Exits 291A 291B Mack Rd.,,CA-99 S,R,Sacramento,Sacramento,CA,95823,US,US/Pacific,KSAC,10/21/2016 11:53,72,,53,29.96,10,Variable,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.143746498
A-351,MapQuest,201,3,2/23/2016 22:13,2/23/2016 22:43,39.833824,-83.100853,,,0.01,Accident on I-71 Southbound at Exit 97 OH-665 London Groveport Rd.,,I-71 S,R,Grove City,Franklin,OH,43123,US,US/Eastern,KTZR,2/23/2016 22:15,44.6,39.7,73,29.84,10,NNE,9.2,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.818493729
A-39416,MapQuest,201,2,5/21/2016 7:25,5/21/2016 7:55,37.961304,-121.246773,,,0.01,Accident on CA-99 CA-4 Eastbound at CA-99 Exits 254A 254B.,,Ort J Lofthus Fwy W,R,Stockton,San Joaquin,CA,95205,US,US/Pacific,KSCK,5/21/2016 6:55,50,,80,29.97,10,SSE,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.211877205
A-29797,MapQuest,201,3,9/2/2016 16:40,9/2/2016 17:55,38.837467,-121.164215,,,0,Accident on I-80 Eastbound after Exit 112 / Penryn Rd / Boyington Rd.,,I-80 E,R,Penryn,Placer,CA,95663,US,US/Pacific,KAUN,9/2/2016 16:35,84.2,,19,29.87,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.556545705
A-35059,MapQuest,201,2,4/19/2016 5:42,4/19/2016 6:28,38.000484,-122.037735,,,0.01,Right hand shoulder blocked due to accident on CA-242 Northbound at Exits 3B 3C CA-4.,,CA-242 N,R,Concord,Contra Costa,CA,94520,US,US/Pacific,KCCR,4/19/2016 5:53,55,,57,29.94,10,SSE,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day,0.20805882
A-22722,MapQuest,201,3,10/1/2016 20:42,10/1/2016 21:12,37.656654,-121.901588,,,0,Accident on I-680 Northbound at Exit 26 Bernal Ave.,,I-680 S,R,Pleasanton,Alameda,CA,94566,US,US/Pacific,KLVK,10/1/2016 20:53,59,,69,30.04,10,SSW,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.704449524
A-33958,MapQuest,201,2,4/10/2016 7:45,4/10/2016 11:30,38.015068,-122.24485,,,0.01,Right hand shoulder blocked due to accident on CA-4 John Muir Pkwy Eastbound at Exit 1 Sycamore Ave. Expect delays.,,John Muir Pkwy E,R,Rodeo,Contra Costa,CA,94572,US,US/Pacific,KCCR,4/10/2016 7:53,55.9,,77,29.84,10,SW,5.8,0.06,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.211914596
A-33611,MapQuest,201,2,4/7/2016 19:13,4/7/2016 20:10,38.668587,-121.372437,,,0,Accident on Roseville Rd at Palm Ave.,4000,Palm Ave,R,Sacramento,Sacramento,CA,95842-3304,US,US/Pacific,KMCC,4/7/2016 19:10,66.2,,60,29.86,7,South,13.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.970802413
A-20850,MapQuest,241,2,9/19/2016 1:45,9/19/2016 2:30,36.869576,-121.406441,,,0,Lane blocked due to accident on CA-25 Bolsa Rd both ways at Wright Rd.,852,Bolsa Rd,L,Hollister,San Benito,CA,95023-9361,US,US/Pacific,KCVH,9/19/2016 1:50,64.4,,40,29.93,10,ENE,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.30374913
A-2945,MapQuest,201,2,7/13/2016 17:01,7/13/2016 17:31,38.541512,-121.321045,,,0,Accident on Kiefer Blvd at Happy Ln.,,Happy Ln,R,Sacramento,Sacramento,CA,95827,US,US/Pacific,KMHR,7/13/2016 16:45,98.6,,12,29.89,10,WNW,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.94251672
A-27052,MapQuest,201,2,8/12/2016 19:01,8/12/2016 19:46,37.363419,-121.896942,,,0,Right hand shoulder blocked due to accident on US-101 Southbound at Exits 388B 388C I-880.,,Bayshore Fwy S,R,San Jose,Santa Clara,CA,95112,US,US/Pacific,KSJC,8/12/2016 18:53,75.9,,45,29.96,10,WNW,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.200376774
A-35774,MapQuest,201,2,4/22/2016 14:44,4/22/2016 15:14,37.250729,-121.910713,,,0.01,Accident on CA-85 Southbound at Exit 8 Camden Ave.,,Norman Y Mineta Hwy,R,San Jose,Santa Clara,CA,95118,US,US/Pacific,KRHV,4/22/2016 14:47,60.8,,68,29.96,10,West,9.2,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.605116549
A-14306,MapQuest,201,3,11/1/2016 1:16,11/1/2016 2:01,37.79982,-122.278435,,,0.01,Middle lane blocked due to accident on I-880 Southbound at Exit 42A I-980.,,I-880 S,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,11/1/2016 0:53,62.1,,78,29.99,10,South,10.4,,Mostly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night,0.204312792
A-22347,MapQuest,201,3,9/28/2016 14:24,9/28/2016 15:09,37.352318,-122.106743,,,0,Accident on I-280 Southbound after Magdalena Ave.,,I-280 S,R,Los Altos,Santa Clara,CA,94024,US,US/Pacific,KNUQ,9/28/2016 13:56,75.9,,52,29.89,10,North,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.842777697
A-10475,MapQuest,201,2,1/9/2017 18:35,1/9/2017 19:05,38.251549,-122.578278,,,0.01,Accident on Old Adobe Rd at Adobe Rd.,2499,Frates Rd,R,Petaluma,Sonoma,CA,94954-1811,US,US/Pacific,KO69,1/9/2017 18:35,50,,100,30.05,3,North,,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Night,Night,Night,Day,0.738609589
A-21369,MapQuest,201,2,9/21/2016 17:59,9/21/2016 18:59,37.811493,-121.577263,,,0,Right hand shoulder blocked due to accident on Byron Hwy near Mountain House Rd.,4398,Mountain House Rd,L,Byron,Contra Costa,CA,94514-1921,US,US/Pacific,KLVK,9/21/2016 17:53,64.9,,54,29.91,10,South,16.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.395766764
A-32724,MapQuest,201,2,4/2/2016 23:15,4/2/2016 23:45,37.272091,-121.863472,,,0,Accident on Selmac Ave Westbound at Heppner Ln.,732,Selmac Ave,R,San Jose,Santa Clara,CA,95136,US,US/Pacific,KRHV,4/2/2016 21:47,55.4,,88,30.15,10,WNW,8.1,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.505641077
A-19161,MapQuest,201,2,11/28/2016 18:40,11/28/2016 19:25,38.610462,-121.382965,,,0.01,Right lane blocked due to accident on Watt Ave Northbound at El Camino Ave.,,Watt Ave,R,Sacramento,Sacramento,CA,95825,US,US/Pacific,KMCC,11/28/2016 18:35,44.6,40.7,87,30.04,10,NW,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night,0.77410554
A-15009,MapQuest,201,2,11/4/2016 10:59,11/4/2016 11:28,38.719936,-121.358627,,,0,Accident on Loop Blvd at Palmerson Dr.,4514,N Loop Blvd,R,Antelope,Sacramento,CA,95843,US,US/Pacific,KMCC,11/4/2016 10:55,60.8,,72,30.19,10,NE,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.379190723
A-787,MapQuest,201,2,6/21/2016 14:34,6/21/2016 15:04,37.339455,-121.852043,,,0,Accident on US-101 Southbound at Exits 385A 385B I-680.,,I-680 N,R,San Jose,Santa Clara,CA,95122,US,US/Pacific,KRHV,6/21/2016 14:55,93.2,,16,29.99,10,NW,15,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.181880776
